environment_steps,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,epsilon,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates
100033,0.0125,0.054486237,0.016666668,0.07264832,0.762421625,65.83064270019531,50.0,0.029166669,0.01656765830121003,0.0,0.08848651,0.0009738675414588672,1965
200066,0.02,0.06,0.0125,0.054486234,0.52484325,109.74002075195312,50.0,0.0325,0.010858881354215555,0.0,0.07790218,0.0029172713768320702,3967
300080,0.04916667,0.10130742,0.01,0.043588992,0.28731,100.07624053955078,50.0,0.05916667,0.010255354238324799,0.0,0.10573487,0.0019566461458668557,5969
400080,0.030952383,0.093161896,0.057500005,0.12150388,0.05,72.77420043945312,50.0,0.088452384,0.011612860442255624,0.0,0.14100641,0.0023259358232142623,7969
500080,0.0,0.0,0.025,0.074999996,0.05,50.50083923339844,50.0,0.025,0.010425460446276702,0.0,0.074999996,0.002331418091645761,9969
600080,0.032916665,0.085166305,0.045416664,0.09694913,0.05,46.63312911987305,50.0,0.07833333,0.00964629379741382,0.0,0.123389624,0.0030828676238813615,11969
700080,0.04047619,0.10243631,0.01,0.043588992,0.05,27.264013290405273,50.0,0.050476193,0.018424785303068347,0.0,0.107627474,0.0015645840570293749,13969
800080,0.016666668,0.07264832,0.0625,0.111414514,0.05,17.984493255615234,50.0,0.079166666,0.017922147901845164,0.0,0.16345872,0.0036212167110675226,15969
900080,0.008333334,0.03632416,0.0,0.0,0.05,11.079841613769531,50.0,0.008333334,0.019367262502782978,0.0,0.03632416,0.0029086513466260503,17969
1000118,0.03511905,0.085803114,0.033333335,0.08079466,0.05,7.460794448852539,50.0,0.06845238,0.017162941698916256,0.0,0.10746479,0.0028369641691194584,19970
1100156,0.050178576,0.09214339,0.039285712,0.09374575,0.05,4.583439826965332,50.0,0.08946429,0.012782297941157594,0.0,0.13197613,0.0018943394587790058,21972
1200188,0.032142855,0.07897623,0.022499999,0.06796139,0.05,3.198122024536133,50.0,0.054642856,0.011608475004322827,0.0,0.12513818,0.0020117022438624166,23975
1300199,0.044999998,0.090691775,0.06125,0.14587562,0.05,2.3752052783966064,50.0,0.10625,0.011439202199107967,0.0,0.20552905,0.0024659109210928573,25977
1400221,0.038095243,0.09594974,0.07880952,0.15121184,0.05,1.468595027923584,50.0,0.11690477,0.01225800400134176,0.0,0.20312455,0.0024175190816661664,27979
1500254,0.06714286,0.18031152,0.02,0.087177984,0.05,1.613624095916748,50.0,0.087142855,0.013776158494874836,0.0,0.19345938,0.00476768760652587,29985
1600299,0.02625,0.08995658,0.06815477,0.1535377,0.05,1.5384669303894043,50.0,0.09440477,0.012663737346883863,0.0,0.1675944,0.0030992253152807583,31990
1700299,0.04900794,0.1047745,0.07089286,0.1041408,0.05,1.062727928161621,50.0,0.119900785,0.011485795903718099,0.0,0.12196054,0.002043760890731392,33993
1800340,0.07380953,0.11967691,0.09630953,0.14551783,0.05,0.8083693981170654,50.0,0.17011905,0.01227087276056409,0.0,0.16592434,0.0028859782149741244,36001
1900376,0.042142857,0.086570136,0.066785716,0.15081878,0.05,1.658972144126892,50.0,0.10892858,0.011026649994892068,0.0,0.15688089,0.0021084088743926837,38006
2000417,0.08089285,0.14450954,0.08636905,0.12715013,0.05,0.7625225782394409,50.0,0.16726191,0.012253920748480595,0.0,0.15696938,0.0020566592188302852,40014
2100434,0.073750004,0.12414361,0.10583334,0.18114412,0.05,0.45851707458496094,50.0,0.17958334,0.010930597953847609,0.0,0.22895408,0.0013550338523671164,42025
2200447,0.10464287,0.17246787,0.10744049,0.16963592,0.05,0.7284718155860901,50.0,0.21208334,0.010938572793384083,0.0,0.2525556,0.0017734164582203264,44044
2300461,0.13726191,0.20995393,0.085,0.11629704,0.05,0.7449063062667847,49.95,0.2222619,0.010789145849412308,0.21794494717703367,0.27902412,0.002031560418883258,46071
2400487,0.07107143,0.11914823,0.1075,0.21346837,0.05,0.6722076535224915,47.65,0.17857143,0.011348031149827876,10.243412517320584,0.27428943,0.0028511209527423455,48098
2500512,0.08402778,0.18156952,0.08055556,0.16919838,0.05,1.091943621635437,48.45,0.16458334,0.012361262540798635,6.756293362488044,0.2579281,0.002569328770732285,50132
2600523,0.046428572,0.099452876,0.09678572,0.17561081,0.05,1.5752449035644531,48.55,0.1432143,0.011392633154173382,6.320403468133976,0.23230371,0.0032737322217242047,52207
2700553,0.13420635,0.17297181,0.14845237,0.163305,0.05,0.9103482961654663,49.45,0.28265876,0.010279054191778414,2.3973944189473704,0.2729139,0.0005846184040015038,54297
2800597,0.08261905,0.111580335,0.07190476,0.118409246,0.05,1.1242550611495972,50.0,0.15452382,0.010325770752388053,0.0,0.18775724,0.0016815986915928896,56392
2900597,0.033333335,0.08079467,0.09853175,0.1828745,0.05,2.2094314098358154,48.7,0.13186507,0.010682514539803378,5.666568626602875,0.23437117,0.0018798203337808748,58539
3000609,0.11047618,0.2025775,0.06285714,0.13540566,0.05,2.3634583950042725,50.0,0.17333332,0.012586185502004809,0.0,0.24414411,0.0018520847181048732,60705
3100643,0.19291666,0.18857251,0.21736112,0.20888296,0.05,1.759373426437378,44.9,0.41027778,0.010698445694288239,12.340583454602138,0.29453132,0.003586770651504631,62926
3200669,0.14845239,0.16989104,0.23607144,0.30308533,0.05,1.8669263124465942,43.0,0.3845238,0.009781760405167006,13.978555004005242,0.40265736,0.0037102246837875685,65210
3300688,0.21695438,0.2595881,0.2491369,0.24172062,0.05,3.5130045413970947,41.65,0.46609125,0.009896258494700305,14.619422013198742,0.37348238,0.004340941208890803,67504
3400710,0.26311508,0.22931302,0.29878968,0.31963253,0.05,2.264847993850708,40.5,0.5619047,0.00818685615377035,13.24197870410612,0.4169074,0.0027119037905869855,69859
3500726,0.1509524,0.17088604,0.17130953,0.22266486,0.05,2.900599956512451,47.95,0.32226193,0.012754414541996084,8.935742834258383,0.30053455,0.0037492843641404624,72376
3600771,0.29196426,0.2384803,0.36434525,0.27294126,0.05,3.429349899291992,34.7,0.6563095,0.009002814505947754,16.77229859023503,0.39725763,0.005365065788061932,74973
3700778,0.3793254,0.3007176,0.344881,0.299919,0.05,2.266169309616089,31.55,0.7242063,0.006344806356355548,16.907025167071822,0.40328768,0.0038697845379942497,77632
3800786,0.23505953,0.23113564,0.2607738,0.29533252,0.05,3.2786917686462402,36.15,0.49583334,0.007323212441406213,17.298193547304297,0.44446835,0.003484808660394203,80507
3900805,0.37138888,0.27783486,0.37027782,0.289568,0.05,2.945335626602173,28.9,0.7416667,0.006021160399541259,16.67003299336867,0.41658333,0.0034897294367392763,83374
